ID;Name;Table;Description;DataType;Expression;FormatString;IsHidden;State;KPIID;IsSimpleMeasure;DisplayFolder;DetailRowsDefinition;DataCategory;FormatStringDefinition;LineageTag
1015987;"Crecimiento_TRIAGES";"OPORTUNIDAD_TRIAGE";"";"Number";"
DIVIDE (
    [TOTAL_TRIAGES] - [Triages_Año_Anterior],
    [Triages_Año_Anterior]
)";"";False;"Valid";;False;"";"";"";"";"de878976-a440-41a1-ab80-80bc66e99699"
1016893;"Proyeccion_TRIAGES";"OPORTUNIDAD_TRIAGE";"";"Number";"
VAR TRIAnt = [Triages_Año_Anterior]
VAR CrecAnt =
    CALCULATE (
        [Crecimiento_TRIAGES],
        SAMEPERIODLASTYEAR ( Calendario[Date] )
    )
RETURN
TRIAnt + (TRIAnt * CrecAnt)";"";False;"Valid";;False;"";"";"";"""0""";"a4a3247d-0892-4c22-a1fb-bbc6698870c0"
1047019;"Proyeccion_Mensual_Visible";"OPORTUNIDAD_TRIAGE";"";"Number";"
-- 1. Determinamos el año de referencia (Prioridad: Filtro > Año Actual)
VAR AnnoFiltro = SELECTEDVALUE( 'Calendario'[Año] )
VAR AnnoHoy = YEAR( TODAY() )
VAR AnnoReferencia = IF( ISBLANK( AnnoFiltro ), AnnoHoy, AnnoFiltro )

-- 2. Identificamos el mes que está dibujando la gráfica en este momento
VAR MesContexto = SELECTEDVALUE( 'Calendario'[Mes] )

-- 3. Cálculos de años anteriores ignorando filtros de año del segmentador
VAR CirAnt =
    CALCULATE (
        [TOTAL_TRIAGES],
        REMOVEFILTERS( 'Calendario' ), 
        'Calendario'[Año] = AnnoReferencia - 1,
        'Calendario'[Mes] = MesContexto
    )

VAR CirAntAnt =
    CALCULATE (
        [TOTAL_TRIAGES],
        REMOVEFILTERS( 'Calendario' ),
        'Calendario'[Año] = AnnoReferencia - 2,
        'Calendario'[Mes] = MesContexto
    )

-- 4. Cálculo de Proyección
VAR Crec = DIVIDE ( CirAnt - CirAntAnt, CirAntAnt )
VAR Proy = CirAnt * ( 1 + Crec )

-- 5. Interruptor SI/NO
VAR Mostrar = SELECTEDVALUE ( MostrarProyeccion[Opcion], ""NO"" )

RETURN
IF ( Mostrar = ""SI"", Proy )";"";False;"Valid";;False;"";"";"";"""0""";"4aa4ee8c-fef8-4f13-931e-692ad499803f"
2459809;"TRIAGES_2026";"OPORTUNIDAD_TRIAGE";"";"Integer";"
CALCULATE(
    COUNT(OPORTUNIDAD_TRIAGE[OID_TRIAGE]),
    YEAR(OPORTUNIDAD_TRIAGE[FECHA]) = 2026
    )
";"";False;"Valid";;False;"";"";"";"""0""";"9e8c00ce-3a8e-42e6-88f4-a5f3fce5c9a4"
2547332;"PROMEDIO_TRIAGE_2026";"OPORTUNIDAD_TRIAGE";"";"Number";"
CALCULATE(
    AVERAGE(OPORTUNIDAD_TRIAGE[MIN]),
    YEAR(OPORTUNIDAD_TRIAGE[FECHA]) = 2026
    )";"";False;"Valid";;False;"";"";"";"""0.00""";"3f9419fe-a2cf-44a2-9f95-e8a9bbb62a61"
2620229;"total_triage";"OPORTUNIDAD_TRIAGE";"";"Integer";"COUNTROWS(OPORTUNIDAD_TRIAGE)";"";False;"Valid";;False;"";"";"";"""0""";"4408fa74-dca7-482d-b112-af4722bac90d"
747713;"PRIORITARIAS_2023";"CONSULTA_URGENCIAS";"";"Integer";"
CALCULATE(
    COUNT(CONSULTA_URGENCIAS[DOCUMENTO]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = 2023
    )";"";False;"Valid";;False;"";"";"";"""0""";"af6a9737-b6a5-4b6d-946d-40750b67e28d"
748534;"PRIORITARIAS_2024";"CONSULTA_URGENCIAS";"";"Integer";"
CALCULATE(
    COUNT(CONSULTA_URGENCIAS[DOCUMENTO]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = YEAR(TODAY()-1)
    )";"";False;"Valid";;False;"";"";"";"""0""";"3fd32d6f-69fc-4e32-9f8e-138b4ba1dc02"
749905;"TIEMPO_OPORTUNIDAD_PRIORITARIAS_2023";"CONSULTA_URGENCIAS";"";"Number";"
CALCULATE(
    AVERAGE(CONSULTA_URGENCIAS[tiempo_consulta]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = 2023
    )";"";False;"Valid";;False;"";"";"";"""0.00""";"63809030-441d-4af6-913c-2be9ba9e1665"
750454;"TIEMPO_OPORTUNIDAD_PRIORITARIAS_2025";"CONSULTA_URGENCIAS";"";"Number";"
CALCULATE(
    AVERAGE(CONSULTA_URGENCIAS[tiempo_consulta]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = 2025
    )";"";False;"Valid";;False;"";"";"";"""0.00""";"fd91fed9-e085-4bf5-b1a5-13ea31736a65"
769954;"PRIORITARIAS_2025";"CONSULTA_URGENCIAS";"";"Integer";"
CALCULATE(
    COUNT(CONSULTA_URGENCIAS[DOCUMENTO]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = YEAR(TODAY()
    ))";"";False;"Valid";;False;"";"";"";"""0""";"d9a68df4-bb6a-4ab4-82be-f3f6a110a6d9"
770503;"TIEMPO_OPORTUNIDAD_PRIORITARIAS_2026";"CONSULTA_URGENCIAS";"";"Number";"
CALCULATE(
    AVERAGE(CONSULTA_URGENCIAS[tiempo_consulta]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = 2026
    )";"";False;"Valid";;False;"";"";"";"""0.00""";"c1b0d36a-0948-4d6e-9b96-9400c3a7e22c"
892889;"PRIORITARIAS_ACT";"CONSULTA_URGENCIAS";"";"Integer";"
CALCULATE(
    DISTINCTCOUNT(CONSULTA_URGENCIAS[DOCUMENTO]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = YEAR(TODAY())
    )";"";False;"Valid";;False;"";"";"";"""0""";"002e1318-46b4-45a9-a268-92eda5eb9815"
894263;"TIEMPO_OPORTUNIDAD_PRIORITARIAS_ACT";"CONSULTA_URGENCIAS";"";"Number";"
CALCULATE(
    AVERAGE(CONSULTA_URGENCIAS[tiempo_consulta]),
    YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO]) = YEAR(TODAY())
    )";"";False;"Valid";;False;"";"";"";"";"a3924cd6-4639-414f-8769-9a8dc68f2ab4"
742374;"CIRUGIAS_2024";"CIRUGIAS";"";"Integer";"
CALCULATE(
    COUNT(CIRUGIAS[CUPS]),
    YEAR(CIRUGIAS[FECHA_CIRUGIA]) = 2024
    )";"";False;"Valid";;False;"";"";"";"""0""";"f78abfe7-a49f-49df-b8a7-89b9e6a86da1"
744688;"CIRUGIAS_2023";"CIRUGIAS";"";"Integer";"
CALCULATE(
    COUNT(CIRUGIAS[CUPS]),
    YEAR(CIRUGIAS[FECHA_CIRUGIA]) = 2023
    )";"";False;"Valid";;False;"";"";"";"""0""";"6d4cbad1-db6c-4c9e-8244-61f351fb2740"
768032;"CIRUGIAS_AÑO_ANTERIOR";"CIRUGIAS";"";"Integer";"
CALCULATE(
    COUNT(CIRUGIAS[CUPS]),
    YEAR(CIRUGIAS[FECHA_CIRUGIA]) = YEAR(TODAY())-1
    )";"";False;"Valid";;False;"";"";"";"""0""";"5e3f5622-313e-4895-a9c9-d265bb03a0db"
980657;"PROYECCIÓN_QX";"CIRUGIAS";"";"Integer";"BLANK()";"";False;"Valid";;False;"";"";"";"";"051188b4-1a39-40d4-88ab-0768fc4486eb"
981753;"Cirugias_Año_Actual";"CIRUGIAS";"";"Integer";"
CALCULATE (
    [TOTAL_CIRUGIAS],
    Calendario[Año]=YEAR(TODAY())
)
";"";False;"Valid";;False;"";"";"";"""0""";"bc1d5f29-b950-40d8-b282-587542fc28b0"
982301;"Crecimiento_%";"CIRUGIAS";"";"Number";"
DIVIDE (
    [TOTAL_CIRUGIAS] - [Cirugias_Año_Actual],
    [Cirugias_Año_Actual]
)";"";False;"Valid";;False;"";"";"";"";"f0cf0356-b801-4ff7-935f-6ada58d92d62"
982850;"Proyeccion";"CIRUGIAS";"";"Number";"
VAR CirAnt = [Cirugias_Año_Actual]
VAR CrecAnt =
    CALCULATE (
        [Crecimiento_%],
        SAMEPERIODLASTYEAR ( Calendario[Date] )
    )
RETURN
CirAnt + (CirAnt * CrecAnt)
";"";False;"Valid";;False;"";"";"";"";"2273fab4-deaa-4cff-8f14-797b3ae5714c"
62159;"RELACION_PARTOS_VAGINALES_CESAREA";"PARTOS";"";"Number";"SUM(PARTOS[PARTOS_VAGINALES])/SUM(PARTOS[Cesareas])";"";False;"Valid";;False;"";"";"";"";"062f2a32-8905-4891-b1dd-de319f59bcc6"
272972;"%OCUPACIONALC";"PORCENTAJE_OCUP";"";"Number";"SUM(PORCENTAJE_OCUP[OCUPADA])/SUM(PORCENTAJE_OCUP[DISPONIBLE])";"";False;"Valid";;False;"";"";"";"""0.00\ %;-0.00\ %;0.00\ %""";"4c4876f7-2dab-4ea2-a84c-5d646b6fcd96"
888230;"OBSERVADOS_2025";"OBSERVADOS";"";"Integer";"
CALCULATE(
    COUNT(OBSERVADOS[HCENTRIAGE]),
    YEAR(OBSERVADOS[fecha]) = 2025
    )
";"";False;"Valid";;False;"";"";"";"""0""";"39de35a1-1eb4-414e-9de7-3ddb1f70500a"
889051;"OBSERVADOS_2024";"OBSERVADOS";"";"Integer";"
CALCULATE(
    COUNT(OBSERVADOS[HCENTRIAGE]),
    YEAR(OBSERVADOS[fecha]) = 2024
    )
";"";False;"Valid";;False;"";"";"";"""0""";"dfeef750-6c4f-4b5c-b65c-8270cbbe5564"
317340;"TOTAL_CARDIOLOGIA";"Calendario";"";"Integer";"COUNT(IMAGENES_CARDIOLOGIA[Column1])";"";False;"InvalidExpression";;False;"";"";"";"""0""";"50744c7a-bb35-4763-979e-1d9a5952d130"
317860;"TOTAL_ECOGRAFIAS";"Calendario";"";"Integer";"COUNT(IMAGENES_ECOGRAFIA[SIPCODIGO])";"";False;"Valid";;False;"";"";"";"""0""";"f1ab92d7-b44c-41db-a052-f458c983bcaf"
318380;"TOTAL_OTRAS";"Calendario";"";"Integer";"COUNT(IMAGENES_OTRAS[SIPCODIGO])";"";False;"Valid";;False;"";"";"";"""0""";"c9bd1258-c055-44ac-b16a-29ec4605d617"
318900;"TOTAL_IMAGENES";"Calendario";"";"Integer";"[TOTAL_CARDIOLOGIA]+[TOTAL_ECOGRAFIAS]+[TOTAL_OTRAS]";"";False;"Valid";;False;"";"";"";"""0""";"a2801cc3-3992-4877-8245-fc1d87ad342d"
375016;"TOTAL_AMBULATORIO";"Calendario";"";"Integer";"SUM(IMAGENES_CARDIOLOGIA[AMBULATORIO_CARDIO])+SUM(IMAGENES_ECOGRAFIA[AMBULATORIO_ECO])+SUM(IMAGENES_OTRAS[AMBULATORIO_OTRAS])";"";False;"Valid";;False;"";"";"";"""0""";"ca3ccd74-8359-48f6-8b24-28d2bedb21d4"
375536;"TOTAL_HOSPITALARIO";"Calendario";"";"Integer";"SUM(IMAGENES_CARDIOLOGIA[HOSPITALARIO_CARDIO])+SUM(IMAGENES_ECOGRAFIA[HOSPITALARIO_ECO])+SUM(IMAGENES_OTRAS[HOSPITALARIO_OTRAS])";"";False;"Valid";;False;"";"";"";"""0""";"94156e45-958f-42d3-8700-1f4277b94efc"
376059;"TOTAL_LABORATORIOS";"Calendario";"";"Integer";"[TOTAL_AMBULATORIO]+[TOTAL_HOSPITALARIO]";"";False;"Valid";;False;"";"";"";"""0""";"25047361-7d8f-4722-ad9a-35082533cfe2"
800662;"PROM_TRIAGE";"Calendario";"";"Number";"DISTINCTCOUNT(OPORTUNIDAD_TRIAGE[OID_TRIAGE])/MONTH(TODAY())
";"";False;"Valid";;False;"";"";"";"""0""";"45c81e71-70ae-47fb-881d-fb470e594d27"
886583;"PROM_TRIAGE_PEDIATRICOS";"Calendario";"";"Number";"
DIVIDE(
    CALCULATE(
        DISTINCTCOUNT(OPORTUNIDAD_TRIAGE[OID_TRIAGE]),
        OPORTUNIDAD_TRIAGE[MENORES] = ""MENORES DE EDAD"",
        YEAR(OPORTUNIDAD_TRIAGE[FECHA_TRIAGE])=YEAR(TODAY())
    ),
    MONTH(TODAY())
)
";"";False;"Valid";;False;"";"";"";"""0""";"1e12c253-dee0-4685-8fe6-271d5cb648c3"
890149;"Promedio_OBS_Dinamico";"Calendario";"";"Number";"
VAR Hoy = TODAY()
VAR AnioCerrado = YEAR(Hoy) - 1
VAR AnioContexto = SELECTEDVALUE('Calendario'[Año], AnioCerrado)

-- 1. Calculamos la suma total de TODO el año seleccionado (ignorando el mes de la fila)
VAR SumaTotalAnual = 
    CALCULATE(
        COUNT(OBSERVADOS[HCENTRIAGE]),
        'Calendario'[Año] = AnioContexto,
        REMOVEFILTERS('Calendario'[Mes]) -- Limpia cualquier jerarquía de mes
    )

-- 2. Contamos cuántos meses tienen datos en ese año (hasta hoy)
VAR CantidadMeses = 
    CALCULATE(
        DISTINCTCOUNT('Calendario'[Mes]),
        'Calendario'[Año] = AnioContexto,
        'Calendario'[Date] <= Hoy,
        REMOVEFILTERS('Calendario'[Mes]),
        NOT ISBLANK(OBSERVADOS[HCENTRIAGE]) -- Solo cuenta meses que realmente tuvieron actividad
    )

-- 3. Resultado final: Suma de todo el año / Número de meses
RETURN
    IF(
        CantidadMeses > 0, 
        DIVIDE(SumaTotalAnual, CantidadMeses), 
        BLANK()
    )";"";False;"Valid";;False;"";"";"";"""0""";"02397365-95a8-4363-b4a5-4e86cc8a868e"
892066;"TOTAL_OBS";"Calendario";"";"Integer";"
VAR Hoy = TODAY()
VAR AnioCerrado = YEAR(Hoy) - 1 -- 2025

-- 1. Capturamos el año del segmentador. 
-- Si no hay nada seleccionado, usamos el año cerrado.
VAR AnioA_Calcular = SELECTEDVALUE('Calendario'[Año], AnioCerrado)

-- 2. Calculamos el total
RETURN
CALCULATE(
    DISTINCTCOUNT(OBSERVADOS[HCENTRIAGE]),
    -- Removemos filtros de toda la tabla calendario para evitar conflictos 
    -- con el mes o día actual, pero RE-APLICAMOS el año que capturamos arriba.
    REMOVEFILTERS('Calendario'),
    'Calendario'[Año] = AnioA_Calcular
)";"";False;"Valid";;False;"";"";"";"";"5a5e23b1-3b8c-4e18-b792-a4cd95971ac8"
893438;"PROM_CONSULTAS";"Calendario";"";"Number";"
DIVIDE(
    CALCULATE(
        COUNT(CONSULTA_URGENCIAS[DOCUMENTO]),
        YEAR(CONSULTA_URGENCIAS[FECHA_FOLIO])=YEAR(TODAY())
    ),
    MONTH(TODAY())
)";"";False;"Valid";;False;"";"";"";"""0""";"35e14956-eb9f-461d-aad8-c9b1220a3739"
1080560;"TOTAL_CIRUGIAS";"Calendario";"";"Integer";"COUNT(CIRUGIAS[CEDULA])";"";False;"Valid";;False;"";"";"";"""0""";"541056ac-9a4b-45d2-94ea-435000bd15f1"
1331461;"QX2025";"Calendario";"";"Integer";"CALCULATE(COUNT(CIRUGIAS[CUPS]),Calendario[Año]=2025)";"";False;"Valid";;False;"";"";"";"""0""";"7cbdfdb5-a0f7-45a5-b16c-949297bca8cc"
1332723;"QX2024";"Calendario";"";"Integer";"CALCULATE(
    SUM(CIRUGIAS_ARC[CIRUGIAS]),
    CIRUGIAS_ARC[AÑO]=2024)";"";False;"Valid";;False;"";"";"";"""0""";"bf732f3e-dfdd-4b2e-8236-75155aa53705"
1336530;"-- Total de cirugías históricas (años anteriores)Total_Cirugias_Arc";"Calendario";"";"Integer";"
SUM ( CIRUGIAS_ARC[CIRUGIAS] )
";"";False;"Valid";;False;"";"";"";"""0""";"47e33922-4d20-4228-bd71-980c2b8fda6b"
1338422;"Total_Cirugias_Actual";"Calendario";"";"Integer";"
COUNTROWS ( Cirugias )
";"";False;"Valid";;False;"";"";"";"""0""";"7ba8f002-ee3f-482d-822c-c09c5b1daf90"
1340944;"Proyeccion_Mensual";"Calendario";"";"Number";"
VAR AnnoActual = MAX ( Calendario[Año] )
VAR MesActual  = MAX ( Calendario[Mes] )

-- Cirugías del mismo mes del año anterior (solo en tabla histórica)
VAR CirAnt =
    CALCULATE (
        [Total_Cirugias_ant],
        REMOVEFILTERS ( Calendario ),
        Calendario[Año] = AnnoActual - 1,
        Calendario[Mes] = MesActual
    )

-- Cirugías del mismo mes dos años atrás (solo en tabla histórica)
VAR CirAntAnt =
    CALCULATE (
        [Total_Cirugias_ant],
        REMOVEFILTERS ( Calendario ),
        Calendario[Año] = AnnoActual - 2,
        Calendario[Mes] = MesActual
    )

-- % de crecimiento interanual
VAR Crec = DIVIDE ( CirAnt - CirAntAnt, CirAntAnt )

-- Valor proyectado
VAR Proy = IF (
    NOT ISBLANK ( CirAnt ) && NOT ISBLANK ( CirAntAnt ),
    CirAnt * ( 1 + Crec )
)

-- Segmentador Sí / No
VAR Mostrar = SELECTEDVALUE ( MostrarProyeccion[Opcion], ""NO"" )

RETURN
IF ( Mostrar = ""SI"", Proy )
";"";False;"Valid";;False;"";"";"";"";"a1166c8c-f49b-4c23-9f8b-567d6a35708b"
1343468;"Total_Cirugias_ant";"Calendario";"";"Integer";"
SUM ( CIRUGIAS_ARC[CIRUGIAS] )";"";False;"Valid";;False;"";"";"";"""0""";"ddcdd180-7fc4-43bf-8ea3-b9a4f3c3053f"
1501939;"PROM_SIN_TRIAGE";"Calendario";"";"Number";"
DIVIDE(
    CALCULATE(
        COUNT('CONSULTAS SIN TRIAGE'[AINCONSEC]),
        YEAR('CONSULTAS SIN TRIAGE'[FECHA])=YEAR(TODAY())
    ),
    MONTH(TODAY())
)";"";False;"Valid";;False;"";"";"";"""0""";"35bcee31-17af-4a07-9214-47a5b76b3410"
1506551;"%SIN_TR";"Calendario";"";"Number";"
DIVIDE(
    CALCULATE(COUNT('CONSULTAS SIN TRIAGE'[AINCONSEC]),'CONSULTAS SIN TRIAGE'[CLASIFICACION_TRIAGE]=""SIN TRIAGE"")
    ,COUNT('CONSULTAS SIN TRIAGE'[AINCONSEC]))";"";False;"Valid";;False;"";"";"";"""0.00\ %;-0.00\ %;0.00\ %""";"dc3b06d5-06ed-4421-840b-2af70384218d"
1636251;"Proyeccion_Egresos_Mensual_Visible";"Calendario";"";"Number";"
VAR AnnoActual = MAX ( Calendario[Año] )
VAR MesActual  = MAX ( Calendario[Mes] )

-- Detecta el servicio filtrado aunque no venga de un slicer
VAR ServicioSeleccionado =
    MAXX (
        VALUES ( EGRESOS_POR_SERVICIO[Servicio] ),
        EGRESOS_POR_SERVICIO[Servicio]
    )

-- Egresos año anterior
VAR EgrAnt =
    CALCULATE (
        SWITCH (
            TRUE(),
            ServicioSeleccionado IN {""URGENCIAS"",""URGENCIAS EXP"",""URGENCIAS SALA AZUL""},
                SUM ( EGRESOS_URGENCIAS[EGRESOS URGENCIAS] ),
            ServicioSeleccionado IN {""OBSTETRICIA CRITICA"",""OBST - CRITICA"",""OBSTETRICIA"",""OBSTETRICIA CRIT"",""OBSTETRICIA CRITICO""},
                SUM ( EGRESOS_GINECO[EGRESOS GINECO] ),
            ServicioSeleccionado IN {""CUARTO PISO NORTE"",""CUARTO PISO SUR"",""QUINTO PISO NORTE"",""QUINTO PISO SUR"",""SEGUNDO PISO SUR"",""SEXTO PISO"",""TERCER PISO NORTE""},
                SUM ( EGRESOS[EGRESOS] ),
            ServicioSeleccionado IN {""HOSPITALIZACION NEONATOS""},
                SUM ( EGRESOS_NEONATOS[EGRESOS NEONATOS] ),
            ServicioSeleccionado IN {""UNIDAD DE CUIDADO INTENSIVO"",""UNIDAD DE CUIDADO CRITICO"",""UCI NORTE"",""CUIDADO INTERMEDIO NORTE"",""CUIDADO ESPECIAL"",""CUIDADO INTERMEDIO SUR""},
                SUM ( EGRESOS_UCI[EGRESOS UCI] ),
            -- Si no hay filtro activo, suma todas
                SUM ( EGRESOS_URGENCIAS[EGRESOS URGENCIAS] )
                + SUM ( EGRESOS_GINECO[EGRESOS GINECO] )
                + SUM ( EGRESOS[EGRESOS] )
                + SUM ( EGRESOS_NEONATOS[EGRESOS NEONATOS] )
                + SUM ( EGRESOS_UCI[EGRESOS UCI] )
        ),
        REMOVEFILTERS ( Calendario ),
        Calendario[Año] = AnnoActual - 1,
        Calendario[Mes] = MesActual
    )

-- Egresos dos años atrás
VAR EgrAntAnt =
    CALCULATE (
        SWITCH (
            TRUE(),
            ServicioSeleccionado IN {""URGENCIAS"",""URGENCIAS EXP"",""URGENCIAS SALA AZUL""},
                SUM ( EGRESOS_URGENCIAS[EGRESOS URGENCIAS] ),
            ServicioSeleccionado IN {""OBSTETRICIA CRITICA"",""OBST - CRITICA"",""OBSTETRICIA"",""OBSTETRICIA CRIT"",""OBSTETRICIA CRITICO""},
                SUM ( EGRESOS_GINECO[EGRESOS GINECO] ),
            ServicioSeleccionado IN {""CUARTO PISO NORTE"",""CUARTO PISO SUR"",""QUINTO PISO NORTE"",""QUINTO PISO SUR"",""SEGUNDO PISO SUR"",""SEXTO PISO"",""TERCER PISO NORTE""},
                SUM ( EGRESOS[EGRESOS] ),
            ServicioSeleccionado IN {""HOSPITALIZACION NEONATOS""},
                SUM ( EGRESOS_NEONATOS[EGRESOS NEONATOS] ),
            ServicioSeleccionado IN {""UNIDAD DE CUIDADO INTENSIVO"",""UNIDAD DE CUIDADO CRITICO"",""UCI NORTE"",""CUIDADO INTERMEDIO NORTE"",""CUIDADO ESPECIAL"",""CUIDADO INTERMEDIO SUR""},
                SUM ( EGRESOS_UCI[EGRESOS UCI] ),
            -- Si no hay filtro activo, suma todas
                SUM ( EGRESOS_URGENCIAS[EGRESOS URGENCIAS] )
                + SUM ( EGRESOS_GINECO[EGRESOS GINECO] )
                + SUM ( EGRESOS[EGRESOS] )
                + SUM ( EGRESOS_NEONATOS[EGRESOS NEONATOS] )
                + SUM ( EGRESOS_UCI[EGRESOS UCI] )
        ),
        REMOVEFILTERS ( Calendario ),
        Calendario[Año] = AnnoActual - 2,
        Calendario[Mes] = MesActual
    )

-- Crecimiento interanual
VAR Crec = DIVIDE ( EgrAnt - EgrAntAnt, EgrAntAnt )

-- Proyección
VAR Proy =
    IF (
        NOT ISBLANK ( EgrAnt ) && NOT ISBLANK ( EgrAntAnt ),
        EgrAnt * ( 1 + Crec )
    )

-- Control con tabla MostrarProyeccion
VAR Mostrar = SELECTEDVALUE ( MostrarProyeccion[Opcion], ""NO"" )

RETURN
IF ( Mostrar = ""SI"", Proy )
";"";False;"Valid";;False;"";"";"";"""0""";"ec409e21-787e-4dbf-9d6d-f3d5b00a34b4"
1906953;"PROM_CONSULTAS_AMB";"Calendario";"";"Number";"COUNT(CONSULTAS_AMBULATORIAS[IDENTIFICACION])/MONTH(TODAY())";"";False;"Valid";;False;"";"";"";"""0""";"1f9b0961-0351-466c-859f-ceaf1c3cffd8"
2041536;"PROM_CIRUGÍAS";"Calendario";"";"Number";"COUNT(CIRUGIAS[INGRESO])/MONTH(TODAY())";"";False;"Valid";;False;"";"";"";"""0""";"bfc32a37-af8e-4be7-b016-60246c0a5bb5"
2255065;"Total Consultas";"Calendario";"";"Integer";"COUNT(CONSULTAS_AMBULATORIAS[IDENTIFICACION])";"";False;"Valid";;False;"";"";"";"""0""";"d1aa1882-a39a-43c1-8c1e-35cc5ccfd366"
2291389;"Consultas Año Anterior";"Calendario";"";"Integer";"
CALCULATE(
    [Total Consultas], 
    SAMEPERIODLASTYEAR(
        DATESBETWEEN(
            'Calendario'[Date],
            MIN('Calendario'[Date]),
            MAX('Calendario'[Date])
        )
    )
)";"";False;"Valid";;False;"";"";"";"""0""";"daafdb25-0033-4e44-80c9-3e4c593863d0"
